"STATISTIC","Statistic Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM01C1","Total Rainfall","195911","1959M11","002","Birr","Millimetres","81.4"
"MTM01C1","Total Rainfall","195911","1959M11","003","Valentia Observatory","Millimetres","196.4"
"MTM01C1","Total Rainfall","195911","1959M11","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195911","1959M11","005","Claremorris","Millimetres","136.7"
"MTM01C1","Total Rainfall","195911","1959M11","006","Clones","Millimetres","102.1"
"MTM01C1","Total Rainfall","195911","1959M11","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195911","1959M11","008","Dublin airport","Millimetres","89.6"
"MTM01C1","Total Rainfall","195911","1959M11","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195911","1959M11","010","Kilkenny","Millimetres","91.2"
"MTM01C1","Total Rainfall","195911","1959M11","011","Malin head","Millimetres","132.2"
"MTM01C1","Total Rainfall","195911","1959M11","012","Mullingar","Millimetres","97.2"
"MTM01C1","Total Rainfall","195911","1959M11","013","Roches Point","Millimetres","69.5"
"MTM01C1","Total Rainfall","195911","1959M11","014","Rosslare","Millimetres","117.3"
"MTM01C1","Total Rainfall","195911","1959M11","015","Shannon airport","Millimetres","87.7"
"MTM01C1","Total Rainfall","195912","1959M12","001","Belmullet","Millimetres","201.2"
"MTM01C1","Total Rainfall","195912","1959M12","002","Birr","Millimetres","179.9"
"MTM01C1","Total Rainfall","195912","1959M12","003","Valentia Observatory","Millimetres","319.5"
"MTM01C1","Total Rainfall","195912","1959M12","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","195912","1959M12","005","Claremorris","Millimetres","229.1"
"MTM01C1","Total Rainfall","195912","1959M12","006","Clones","Millimetres","152.5"
"MTM01C1","Total Rainfall","195912","1959M12","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","195912","1959M12","008","Dublin airport","Millimetres","132.1"
"MTM01C1","Total Rainfall","195912","1959M12","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","195912","1959M12","010","Kilkenny","Millimetres","143.9"
"MTM01C1","Total Rainfall","195912","1959M12","011","Malin head","Millimetres","133.7"
"MTM01C1","Total Rainfall","195912","1959M12","012","Mullingar","Millimetres","177.4"
"MTM01C1","Total Rainfall","195912","1959M12","013","Roches Point","Millimetres","199.7"
"MTM01C1","Total Rainfall","195912","1959M12","014","Rosslare","Millimetres","163.5"
"MTM01C1","Total Rainfall","195912","1959M12","015","Shannon airport","Millimetres","239.8"
"MTM01C1","Total Rainfall","196001","1960M01","001","Belmullet","Millimetres","101"
"MTM01C1","Total Rainfall","196001","1960M01","002","Birr","Millimetres","84.2"
"MTM01C1","Total Rainfall","196001","1960M01","003","Valentia Observatory","Millimetres","164.4"
"MTM01C1","Total Rainfall","196001","1960M01","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","196001","1960M01","005","Claremorris","Millimetres","113.9"
"MTM01C1","Total Rainfall","196001","1960M01","006","Clones","Millimetres","89.3"
"MTM01C1","Total Rainfall","196001","1960M01","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","196001","1960M01","008","Dublin airport","Millimetres","87.4"
"MTM01C1","Total Rainfall","196001","1960M01","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","196001","1960M01","010","Kilkenny","Millimetres","86.8"
"MTM01C1","Total Rainfall","196001","1960M01","011","Malin head","Millimetres","113"
"MTM01C1","Total Rainfall","196001","1960M01","012","Mullingar","Millimetres","96.5"
"MTM01C1","Total Rainfall","196001","1960M01","013","Roches Point","Millimetres","92.5"
"MTM01C1","Total Rainfall","196001","1960M01","014","Rosslare","Millimetres","98"
"MTM01C1","Total Rainfall","196001","1960M01","015","Shannon airport","Millimetres","83.1"
"MTM01C1","Total Rainfall","196002","1960M02","001","Belmullet","Millimetres","91.6"
"MTM01C1","Total Rainfall","196002","1960M02","002","Birr","Millimetres","44.5"
"MTM01C1","Total Rainfall","196002","1960M02","003","Valentia Observatory","Millimetres","135.2"
"MTM01C1","Total Rainfall","196002","1960M02","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","196002","1960M02","005","Claremorris","Millimetres","89.2"
"MTM01C1","Total Rainfall","196002","1960M02","006","Clones","Millimetres","80.5"
"MTM01C1","Total Rainfall","196002","1960M02","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","196002","1960M02","008","Dublin airport","Millimetres","35.2"
"MTM01C1","Total Rainfall","196002","1960M02","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","196002","1960M02","010","Kilkenny","Millimetres","61.4"
"MTM01C1","Total Rainfall","196002","1960M02","011","Malin head","Millimetres","102.9"
"MTM01C1","Total Rainfall","196002","1960M02","012","Mullingar","Millimetres","53.2"
"MTM01C1","Total Rainfall","196002","1960M02","013","Roches Point","Millimetres","82.4"
"MTM01C1","Total Rainfall","196002","1960M02","014","Rosslare","Millimetres","97.1"
"MTM01C1","Total Rainfall","196002","1960M02","015","Shannon airport","Millimetres","47.2"
"MTM01C1","Total Rainfall","196003","1960M03","001","Belmullet","Millimetres","69"
"MTM01C1","Total Rainfall","196003","1960M03","002","Birr","Millimetres","42.6"
"MTM01C1","Total Rainfall","196003","1960M03","003","Valentia Observatory","Millimetres","122.9"
"MTM01C1","Total Rainfall","196003","1960M03","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","196003","1960M03","005","Claremorris","Millimetres","47.4"
"MTM01C1","Total Rainfall","196003","1960M03","006","Clones","Millimetres","41.9"
"MTM01C1","Total Rainfall","196003","1960M03","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","196003","1960M03","008","Dublin airport","Millimetres","97.2"
"MTM01C1","Total Rainfall","196003","1960M03","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","196003","1960M03","010","Kilkenny","Millimetres","60.2"
"MTM01C1","Total Rainfall","196003","1960M03","011","Malin head","Millimetres","44.4"
"MTM01C1","Total Rainfall","196003","1960M03","012","Mullingar","Millimetres","49.3"
"MTM01C1","Total Rainfall","196003","1960M03","013","Roches Point","Millimetres","102.9"
"MTM01C1","Total Rainfall","196003","1960M03","014","Rosslare","Millimetres","62.5"
"MTM01C1","Total Rainfall","196003","1960M03","015","Shannon airport","Millimetres","44.7"
"MTM01C1","Total Rainfall","196004","1960M04","001","Belmullet","Millimetres","66.8"
"MTM01C1","Total Rainfall","196004","1960M04","002","Birr","Millimetres","59.3"
"MTM01C1","Total Rainfall","196004","1960M04","003","Valentia Observatory","Millimetres","102.8"
"MTM01C1","Total Rainfall","196004","1960M04","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","196004","1960M04","005","Claremorris","Millimetres","95.6"
"MTM01C1","Total Rainfall","196004","1960M04","006","Clones","Millimetres","65.7"
"MTM01C1","Total Rainfall","196004","1960M04","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","196004","1960M04","008","Dublin airport","Millimetres","27.2"
"MTM01C1","Total Rainfall","196004","1960M04","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","196004","1960M04","010","Kilkenny","Millimetres","66.4"
"MTM01C1","Total Rainfall","196004","1960M04","011","Malin head","Millimetres","54.1"
"MTM01C1","Total Rainfall","196004","1960M04","012","Mullingar","Millimetres","72.6"
"MTM01C1","Total Rainfall","196004","1960M04","013","Roches Point","Millimetres","45.6"
"MTM01C1","Total Rainfall","196004","1960M04","014","Rosslare","Millimetres","69.1"
"MTM01C1","Total Rainfall","196004","1960M04","015","Shannon airport","Millimetres","70.6"
"MTM01C1","Total Rainfall","196005","1960M05","001","Belmullet","Millimetres","56.1"
"MTM01C1","Total Rainfall","196005","1960M05","002","Birr","Millimetres","68.9"
"MTM01C1","Total Rainfall","196005","1960M05","003","Valentia Observatory","Millimetres","84.5"
"MTM01C1","Total Rainfall","196005","1960M05","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","196005","1960M05","005","Claremorris","Millimetres","54.4"
"MTM01C1","Total Rainfall","196005","1960M05","006","Clones","Millimetres","69.7"
"MTM01C1","Total Rainfall","196005","1960M05","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","196005","1960M05","008","Dublin airport","Millimetres","52.4"
"MTM01C1","Total Rainfall","196005","1960M05","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","196005","1960M05","010","Kilkenny","Millimetres","69.4"
"MTM01C1","Total Rainfall","196005","1960M05","011","Malin head","Millimetres","59.8"
"MTM01C1","Total Rainfall","196005","1960M05","012","Mullingar","Millimetres","69.4"
"MTM01C1","Total Rainfall","196005","1960M05","013","Roches Point","Millimetres","69.5"
"MTM01C1","Total Rainfall","196005","1960M05","014","Rosslare","Millimetres","36.1"
"MTM01C1","Total Rainfall","196005","1960M05","015","Shannon airport","Millimetres","109.4"
"MTM01C1","Total Rainfall","196006","1960M06","001","Belmullet","Millimetres","89.5"
"MTM01C1","Total Rainfall","196006","1960M06","002","Birr","Millimetres","78.7"
"MTM01C1","Total Rainfall","196006","1960M06","003","Valentia Observatory","Millimetres","68.6"
"MTM01C1","Total Rainfall","196006","1960M06","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","196006","1960M06","005","Claremorris","Millimetres","114.3"
"MTM01C1","Total Rainfall","196006","1960M06","006","Clones","Millimetres","95.8"
"MTM01C1","Total Rainfall","196006","1960M06","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","196006","1960M06","008","Dublin airport","Millimetres","51.1"
"MTM01C1","Total Rainfall","196006","1960M06","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","196006","1960M06","010","Kilkenny","Millimetres","67"
"MTM01C1","Total Rainfall","196006","1960M06","011","Malin head","Millimetres","79.4"
"MTM01C1","Total Rainfall","196006","1960M06","012","Mullingar","Millimetres","92.1"
"MTM01C1","Total Rainfall","196006","1960M06","013","Roches Point","Millimetres","69"
"MTM01C1","Total Rainfall","196006","1960M06","014","Rosslare","Millimetres","37.7"
"MTM01C1","Total Rainfall","196006","1960M06","015","Shannon airport","Millimetres","80.2"
"MTM01C1","Total Rainfall","196007","1960M07","001","Belmullet","Millimetres","112.9"
"MTM01C1","Total Rainfall","196007","1960M07","002","Birr","Millimetres","145.4"
"MTM01C1","Total Rainfall","196007","1960M07","003","Valentia Observatory","Millimetres","174.5"
"MTM01C1","Total Rainfall","196007","1960M07","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","196007","1960M07","005","Claremorris","Millimetres","127.3"
"MTM01C1","Total Rainfall","196007","1960M07","006","Clones","Millimetres","114.1"
"MTM01C1","Total Rainfall","196007","1960M07","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","196007","1960M07","008","Dublin airport","Millimetres","139.8"
"MTM01C1","Total Rainfall","196007","1960M07","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","196007","1960M07","010","Kilkenny","Millimetres","138.8"
"MTM01C1","Total Rainfall","196007","1960M07","011","Malin head","Millimetres","129.5"
"MTM01C1","Total Rainfall","196007","1960M07","012","Mullingar","Millimetres","157.5"
"MTM01C1","Total Rainfall","196007","1960M07","013","Roches Point","Millimetres","113.9"
"MTM01C1","Total Rainfall","196007","1960M07","014","Rosslare","Millimetres","103.2"
"MTM01C1","Total Rainfall","196007","1960M07","015","Shannon airport","Millimetres","121"
"MTM01C1","Total Rainfall","196008","1960M08","001","Belmullet","Millimetres","84.3"
"MTM01C1","Total Rainfall","196008","1960M08","002","Birr","Millimetres","111.3"
"MTM01C1","Total Rainfall","196008","1960M08","003","Valentia Observatory","Millimetres","60"
"MTM01C1","Total Rainfall","196008","1960M08","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","196008","1960M08","005","Claremorris","Millimetres","113.2"
"MTM01C1","Total Rainfall","196008","1960M08","006","Clones","Millimetres","135.9"
"MTM01C1","Total Rainfall","196008","1960M08","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","196008","1960M08","008","Dublin airport","Millimetres","86.3"
"MTM01C1","Total Rainfall","196008","1960M08","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","196008","1960M08","010","Kilkenny","Millimetres","86.2"
"MTM01C1","Total Rainfall","196008","1960M08","011","Malin head","Millimetres","103.4"
"MTM01C1","Total Rainfall","196008","1960M08","012","Mullingar","Millimetres","95.6"
"MTM01C1","Total Rainfall","196008","1960M08","013","Roches Point","Millimetres","103.7"
"MTM01C1","Total Rainfall","196008","1960M08","014","Rosslare","Millimetres","77.3"
"MTM01C1","Total Rainfall","196008","1960M08","015","Shannon airport","Millimetres","82.9"
"MTM01C1","Total Rainfall","196009","1960M09","001","Belmullet","Millimetres","105.2"
"MTM01C1","Total Rainfall","196009","1960M09","002","Birr","Millimetres","130.3"
"MTM01C1","Total Rainfall","196009","1960M09","003","Valentia Observatory","Millimetres","162.9"
"MTM01C1","Total Rainfall","196009","1960M09","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","196009","1960M09","005","Claremorris","Millimetres","86.6"
"MTM01C1","Total Rainfall","196009","1960M09","006","Clones","Millimetres","87.5"
"MTM01C1","Total Rainfall","196009","1960M09","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","196009","1960M09","008","Dublin airport","Millimetres","81.2"
"MTM01C1","Total Rainfall","196009","1960M09","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","196009","1960M09","010","Kilkenny","Millimetres","105.8"
"MTM01C1","Total Rainfall","196009","1960M09","011","Malin head","Millimetres","64.1"
"MTM01C1","Total Rainfall","196009","1960M09","012","Mullingar","Millimetres","102.8"
"MTM01C1","Total Rainfall","196009","1960M09","013","Roches Point","Millimetres","133.4"
"MTM01C1","Total Rainfall","196009","1960M09","014","Rosslare","Millimetres","102.8"
"MTM01C1","Total Rainfall","196009","1960M09","015","Shannon airport","Millimetres","106.5"
"MTM01C1","Total Rainfall","196010","1960M10","001","Belmullet","Millimetres","64.3"
"MTM01C1","Total Rainfall","196010","1960M10","002","Birr","Millimetres","59.5"
"MTM01C1","Total Rainfall","196010","1960M10","003","Valentia Observatory","Millimetres","109.4"
"MTM01C1","Total Rainfall","196010","1960M10","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","196010","1960M10","005","Claremorris","Millimetres","59.1"
"MTM01C1","Total Rainfall","196010","1960M10","006","Clones","Millimetres","73.7"
"MTM01C1","Total Rainfall","196010","1960M10","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","196010","1960M10","008","Dublin airport","Millimetres","161.3"
"MTM01C1","Total Rainfall","196010","1960M10","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","196010","1960M10","010","Kilkenny","Millimetres","96.5"
"MTM01C1","Total Rainfall","196010","1960M10","011","Malin head","Millimetres","67.4"
"MTM01C1","Total Rainfall","196010","1960M10","012","Mullingar","Millimetres","103.1"
"MTM01C1","Total Rainfall","196010","1960M10","013","Roches Point","Millimetres","153.1"
"MTM01C1","Total Rainfall","196010","1960M10","014","Rosslare","Millimetres","145.5"
"MTM01C1","Total Rainfall","196010","1960M10","015","Shannon airport","Millimetres","72.6"
"MTM01C1","Total Rainfall","196011","1960M11","001","Belmullet","Millimetres","158.3"
"MTM01C1","Total Rainfall","196011","1960M11","002","Birr","Millimetres","160.3"
"MTM01C1","Total Rainfall","196011","1960M11","003","Valentia Observatory","Millimetres","283.6"
"MTM01C1","Total Rainfall","196011","1960M11","004","Casement","Millimetres",""
"MTM01C1","Total Rainfall","196011","1960M11","005","Claremorris","Millimetres","210.8"
"MTM01C1","Total Rainfall","196011","1960M11","006","Clones","Millimetres","121.5"
"MTM01C1","Total Rainfall","196011","1960M11","007","Cork airport","Millimetres",""
"MTM01C1","Total Rainfall","196011","1960M11","008","Dublin airport","Millimetres","117.7"
"MTM01C1","Total Rainfall","196011","1960M11","009","Galway","Millimetres",""
"MTM01C1","Total Rainfall","196011","1960M11","010","Kilkenny","Millimetres","153.2"
"MTM01C1","Total Rainfall","196011","1960M11","011","Malin head","Millimetres","85.8"
"MTM01C1","Total Rainfall","196011","1960M11","012","Mullingar","Millimetres","161.8"
"MTM01C1","Total Rainfall","196011","1960M11","013","Roches Point","Millimetres","183.5"
"MTM01C1","Total Rainfall","196011","1960M11","014","Rosslare","Millimetres","172.8"
"MTM01C1","Total Rainfall","196011","1960M11","015","Shannon airport","Millimetres","182"
"MTM01C1","Total Rainfall","196012","1960M12","001","Belmullet","Millimetres","150.1"
